AOBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,USE_,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,CHRONOLOGY,NOTES,DATE_EDITED,EDITED_BY,OCCUPANT,TENANT,LABEL
638,Carbarn Compound Offices,West Fairmount Park,West Fairmount Park,4101 MONTGOMERY DR,Building,Multi-Use Bldg,Multi-Use Bldg,1880.526353,0.04317112,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
639,Belmont Yard Pumping Station,West Fairmount Park,West Fairmount Park, ,Building,Pumping Station,,125.1350801,0.00287272,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
640,Belmont Cottage,West Fairmount Park,West Fairmount Park,2000 BELMONT MANSION DR,Building,Historic House,Historic Building,5586.807913,0.12825597,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,American Women's Heritage Society,Belmont Cottage
641,Laurel Hill Mansion,East Fairmount Park,East Fairmount Park,7201 N RANDOLPH DR,Building,Historic House,Historic Building,2201.663355,0.05054344,19121, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Women for Greater Philadelphia,Laurel Hill Mansion
642,Belmont Grove Restrooms,Belmont Grove,West Fairmount Park,BELMONT MANSION DRIVE,Building,Restrooms,,626.708955,0.01438732,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FP-Special Events,
643,Ridgeland Mansion,West Fairmount Park,West Fairmount Park,4100 CHAMOUNIX DR,Building,Historic House,Historic Building,2505.107549,0.05750959,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Ridgeland Mansion
644,Ridgeland Mansion Springhouse,West Fairmount Park,West Fairmount Park,4100 CHAMOUNIX DR,Building,Historic House,Historic Building,167.9026361,0.00385453,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
645,Ridgeland Mansion Barn,West Fairmount Park,West Fairmount Park,4100 CHAMOUNIX DR,Building,Barn,Historic Building,1925.609505,0.04420609,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
646,St Joseph's Boathouse,East Fairmount Park,East Fairmount Park,2200 KELLY DRIVE,Building,Boathouse,,9887.278619,0.22698159,19121, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,St. Joseph's University - land only,St Joseph's Boathouse
647,Edgeley Fields Refreshment Stand,East Fairmount Park,East Fairmount Park,3501 E EDGELY DR,Building,Concessions\Retail\Cafe,Historic Building,4261.02179,0.09781999,19121, , ,,12-Nov-13,Vanessa Miller,PPR,,Edgeley Fields Refreshment Stand
648,Woodford Chairhouse and Stable,East Fairmount Park,East Fairmount Park,3400 WOODFORD DR,Building,Stables,Historic Building,409.960592,0.00941144,19132, , ,,19-Dec-12,Vanessa Miller,Lessee/Tenants,Naomi Wood Trust,
649,Ridgeland Sheep Barn Shed,West Fairmount Park,West Fairmount Park,4200 CHAMOUNIX DR,Building,Shed,,187.2669004,0.00429907,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
650,Ridgeland Sheep Barn,West Fairmount Park,West Fairmount Park,4200 CHAMOUNIX DR,Building,Barn,,1781.43811,0.04089636,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
651,Woodford Mansion,East Fairmount Park,East Fairmount Park,3400 WOODFORD DR,Building,Historic House,Historic Building,2685.89402,0.06165989,19132, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Naomi Wood Trust,Woodford Mansion
652,Samuel Recreation Center Building,Samuel Recreation Center,Samuel Recreation Center,2501 E TIOGA ST,Building,Recreation Bldg,Historic Building,9847.787063,0.22607499,19134, , ,,12-Nov-13,Vanessa Miller,PPR,,
653,Woodford Caretaker's House,East Fairmount Park,East Fairmount Park,3400 WOODFORD DR,Building,Historic House,Historic Building,461.6974436,0.01059916,19132, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Naomi Wood Trust,Woodford Caretaker's House
654,East Park Canoe House,East Fairmount Park,East Fairmount Park,2400 JOHN B KELLY DR,Building,Historic House,Historic Building,8955.352517,0.20558743,19121, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,"Temple University, Police",East Park Canoe House
655,Recycling Center Water Shed,West Fairmount Park,West Fairmount Park,3850 FORD RD,Building,Shed,Recycling Center,50.28715912,0.00115444,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
656,District #5 Offices,West Fairmount Park,West Fairmount Park,3850 FORD RD,Building,Multi-Use Bldg,Multi-Use Bldg,5475.841436,0.12570852,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,District 5 Office
657,John C Anderson Cultural Center,John C Anderson Cultural Center,John C Anderson Cultural Center,5323 OVERBROOK AVE,Building,Recreation Bldg,,4949.112234,0.11361644,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,J. Anderson Cultural Center
658,Strawberry Mansion,East Fairmount Park,East Fairmount Park,2450 STRAWBERRY MANSION BRIDGE DR,Building,Historic House,Historic Building,3796.874986,0.0871646,19132, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Committee of 1926,Strawberry Mansion
659,Cecil B Moore Recreation Center,Cecil B. Moore Recreation Center,Cecil B. Moore Recreation Center,2020-50 W LEHIGH AVE,Building,Recreation Bldg,Historic Building,12299.06855,0.28234889,19132, , ,,12-Nov-13,Vanessa Miller,PPR,,CB Moore 
660,Recycling Center Weigh Station,West Fairmount Park,West Fairmount Park,3850 FORD RD,Building,Weigh Station,Recycling Center,1031.088814,0.02367064,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
661,Recycling Center Office,West Fairmount Park,West Fairmount Park,3850 FORD RD,Building,Multi-Use Bldg,Recycling Center,1078.02214,0.02474808,19131,, ,,12-Nov-13,Vanessa Miller,PPR,,Organic Recycling Center
662,Cricket/Archery Field Shed,Belmont & Edgely Cricket Fields,West Fairmount Park,4105 EDGELY AVE,Building,Shed,,237.2117726,0.00544565,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Phila. Area Disc Alliance/Phila. Cricket Club,
663,Cricket/Archery Field Clubhouse,Belmont & Edgely Cricket Fields,West Fairmount Park,4105 EDGELY AVE,Building,Multi-Use Bldg,Historic Building,1958.186229,0.04495395,19131,Cricket Club House, ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Phila. Area Disc Alliance/Phila. Cricket Club,
664,Franklin Playground Building,Franklin Playground,Franklin Playground,1930 E ELKHART ST,Building,Recreation Bldg,,2150.54069,0.04936982,19134, , ,,12-Nov-13,Vanessa Miller,PPR,,Franklin  
665,Tool House,West Fairmount Park,West Fairmount Park, ,Building,Historic House,Historic Building,258.2806805,0.00592933,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
666,Greenhouse,West Fairmount Park,West Fairmount Park,"CHAMOUNIX DR & FORD RD
CHAMOUNIX DR & FORD RD
C*",Building,Greenhouse\Nursary,,541.3962925,0.0124288,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
667,Greenhouse,West Fairmount Park,West Fairmount Park,CHAMOUNIX DR & FORD RD,Building,Greenhouse\Nursary,,825.5239292,0.0189515,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
668,"Greenland Nusery, Main Building",West Fairmount Park,West Fairmount Park,CHAMOUNIX DR & FORD RD,Building,Greenhouse\Nursary,Historic Building,493.5954668,0.01133144,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,Greenland Nusery
669,Robin Hood Dell East Building 2,Robin Hood Dell East,East Fairmount Park,3501 STRWBRRY MN. BR DR,Building,Concessions\Retail\Cafe,,2154.460116,0.0494598,19132, , ,,12-Nov-13,Vanessa Miller,PPR,,RHDE 
670,Robin Hood Dell East Entrance Gate & Box Office,Robin Hood Dell East,East Fairmount Park,3501 STRWBRRY MN. BR DR,Building,Multi-Use Bldg,Multi-Use Bldg,5829.759015,0.13383339,19132, , ,,12-Nov-13,Vanessa Miller,PPR,,RHDE
671,Robin Hood Dell East Building 1,Robin Hood Dell East,East Fairmount Park,3501 STRWBRRY MN. BR DR,Building,Historic House,Historic Building,10350.85652,0.23762392,19132, , ,,12-Nov-13,Vanessa Miller,PPR,,RHDE 
672,12th & Cambria Playground Building,12th & Cambria Playground,12th & Cambria Playground,1149 W CAMBRIA ST,Building,Recreation Bldg,,2146.750636,0.04928281,19133, , ,,12-Nov-13,Vanessa Miller,PPR,,12th & Cambria  
673,Lilacs House,West Fairmount Park,West Fairmount Park,3600 GREENLAND DR,Building,Historic House,Historic Building,1906.016664,0.0437563,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Lilacs House
674,Chamounix Tennis House,Chamounix,West Fairmount Park,3250 CHAMOUNIX DR,Building,Multi-Use Bldg,Multi-Use Bldg,1959.166041,0.04497644,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Friends of Chamounix Tennis,
675,29th & Chalmers Community Building,29th & Chalmers Park,29th & Chalmers Park,3001 W LEHIGH AVE,Building,Recreation Bldg,,11951.28331,0.27436481,19132, , ,,12-Nov-13,Vanessa Miller,PPR,,29th & Chalmers Community 
676,Heitzman Recreation Center Building,Heitzman Playground,Heitzman Playground,2136 CASTOR AVE,Building,Recreation Bldg,,8937.026653,0.20516672,19134, , ,,12-Nov-13,Vanessa Miller,PPR,,Heitzman  
677,Heritage Park Playground Building,Heritage Park Playground,Heritage Park Playground,1517-33 W CLEARFIELD ST,Building,Recreation Bldg,,577.2502865,0.0132519,19132, , ,,12-Nov-13,Vanessa Miller,PPR,,Heritage Park  
678,West Comfort Station Stone Toilet /Picnic Shelter,West Fairmount Park,West Fairmount Park,2700 WEST RIVER DR,Building,Pavilion\Shelter,Historic Building,1713.477211,0.03933618,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
679,Rivera Recreation Center Building,Rivera Recreation Center,Rivera Recreation Center,3201 N 05TH ST,Building,Recreation Bldg,,20638.96672,0.47380738,19140, , ,,12-Nov-13,Vanessa Miller,PPR,,
680,Woodside Park Playground Building,Woodside Park,Woodside Park,3910-18 CONSHOHOCKEN AVE,Building,Recreation Bldg,,1399.104706,0.03211915,19131, , ,,12-Nov-13,Vanessa Miller,PPR,,
681,McVeigh Recreation Center Building,McVeigh Recreation Center,McVeigh Recreation Center,400-64 E ONTARIO ST,Building,Recreation Bldg,Historic Building,14892.42592,0.34188442,19134, , ,,12-Nov-13,Vanessa Miller,PPR,,McVeigh  
682,James Allen Shuler Playground Building,Shuler Playground,Shuler Playground,2901 N 29TH ST,Building,Recreation Bldg,,1661.443082,0.03814164,19132, , ,,12-Nov-13,Vanessa Miller,PPR,,
683,Bridesburg Recreation Center Building,Bridesburg Recreation Center,Bridesburg Recreation Center,4625 RICHMOND ST,Building,Recreation Bldg,,16429.72031,0.37717599,19137, , ,,12-Nov-13,Vanessa Miller,PPR,,Bridesburg  
684,Panati Playground Building,Panati Playground,Panati Playground,3101-27 N 22ND ST,Building,Recreation Bldg,,3956.698823,0.09083367,19132, , ,,12-Nov-13,Vanessa Miller,PPR,,Panati  
685,Chamounix Equestrian Center,West Fairmount Park,West Fairmount Park,3250 CHAMOUNIX DR,Building,Stables,,11864.39206,0.27237005,19131,Chamounix Stable/McCarthy Stable, ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,"Work To Ride, Inc.",
686,Schmidt Playground Building,Schmidt Playground,Schmidt Playground,113-23 W ONTARIO ST,Building,Recreation Bldg,,1533.706048,0.03520919,19140, , ,,12-Nov-13,Vanessa Miller,PPR,,
687,Chamounix Carriage House,West Fairmount Park,West Fairmount Park,3250 CHAMOUNIX DR,Building,Historic House,Historic Building,2973.556881,0.06826375,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Frnds of Chamounix-Phila Inter'l Youth Hostel,
688,Chamounix Cottage,West Fairmount Park,West Fairmount Park,3250 CHAMOUNIX DR,Building,Historic House,Historic Building,838.9132701,0.01925888,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Not Listed,
689,Chamounix Mansion,West Fairmount Park,West Fairmount Park,3250 CHAMOUNIX DR,Building,Historic House,Historic Building,3300.284513,0.07576441,19131,, ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Frnds of Chamounix-Phila Inter'l Youth Hostel,Chamounix
690,Scanlon Recreation Center Building,Scanlon Recreation Center,Scanlon Recreation Center,1099 E TIOGA ST,Building,Recreation Bldg,Multi-Use Bldg,21617.56658,0.49627303,19134, , ,,12-Nov-13,Vanessa Miller,PPR,,
691,Chamounix Shed,West Fairmount Park,West Fairmount Park,3250 CHAMOUNIX DR,Building,Shed,,135.3347936,0.00310687,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Frnds of Chamounix-Phila Inter'l Youth Hostel,
692,Falls Road House,West Fairmount Park,West Fairmount Park,3599 CONSHOHOCKEN AVE,Building,Historic House,Historic Building,1514.152423,0.0347603,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Joseph F. & Elinore O' Neill,
693,Falls Road House Garage,West Fairmount Park,West Fairmount Park,3599 CONSHOHOCKEN AVE,Building,Garage\Maintenance\Storage Bldg,Historic Building,860.1697161,0.01974686,19131, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Joseph F. & Elinore O' Neill,
694,Juniata Park Older Adult Center Building,Juniata Park Older Adult Center,Tacony Creek Park,1231 E SEDGLEY AVE,Building,Older Adult Center,,13799.79828,0.31680104,19124, , ,,12-Nov-13,Vanessa Miller,PPR,,Juniata Park Older Adult Center 
695,Jerome Brown Playground Building,Kenderton Park Playground,Kenderton Park Playground,1927-41 W ONTARIO ST,Building,Recreation Bldg,,2336.136038,0.05363052,19140, , ,,12-Nov-13,Vanessa Miller,PPR,,Jerome Brown  
696,Ferry Road Tool House,East Fairmount Park,East Fairmount Park,3849 FERRY RD,Building,Historic House,Historic Building,957.0948837,0.02197196,19129,"Bathey House, The (Trolley Car Café)", ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Ferry Road Tool House
697,McDevitt Recreation Center Building,McDevitt Recreation Center,McDevitt Recreation Center,3500 CRAWFORD ST,Building,Recreation Bldg,,12579.70547,0.28879146,19129, , ,,12-Nov-13,Vanessa Miller,PPR,,McDevitt  
698,Button,East Fairmount Park,East Fairmount Park,4516 RIDGE AVE,Building,Historic House,Historic Building,2500.82587,0.05741129,19129,"Button, The", ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Bachelors Barge Club,Button
699,Button Shed,East Fairmount Park,East Fairmount Park,4516 RIDGE AVE,Building,Shed,Historic Building,125.4165346,0.00287918,19129,"Button, The", ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Bachelors Barge Club,Button
700,Arthur Ashe Youth Tennis and Education Center,Arthur Ashe Youth Tennis & Education Center,East Fairmount Park,4842 RIDGE AVE,Building,Recreation Bldg,Multi-Use Bldg,63312.12126,1.45345212,19129, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,"Arthur Ashe Youth Tennis & Education, Inc.",Arthur Ashe
701,Philadelphia Canoe Club,East Fairmount Park,East Fairmount Park,4900 RIDGE AVE,Building,Boathouse,Historic Building,3298.527078,0.07572407,19128, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,"Philadelphia Canoe Club, Inc. UNDINE",Phila Canoe Club
702,Phila Canoe Club Open Shed,East Fairmount Park,East Fairmount Park,4900 RIDGE AVE,Building,Shed,,566.6554188,0.01300867,19128, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,"Philadelphia Canoe Club, Inc. UNDINE",
703,Gustine Recreation Center Building,Gustine Recreation Center,East Fairmount Park,4868 RIDGE AVE,Building,Recreation Bldg,,14755.39504,0.33873861,19129, , ,,12-Nov-13,Vanessa Miller,PPR,,Gustine
704,Phila Canoe Club Wood Canoe Shed,East Fairmount Park,East Fairmount Park,4900 RIDGE AVE,Building,Shed,,624.456048,0.0143356,19128, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,"Philadelphia Canoe Club, Inc. UNDINE",
705,Phila Canoe Club Stone Garage,East Fairmount Park,East Fairmount Park,4900 RIDGE AVE,Building,Garage\Maintenance\Storage Bldg,Historic Building,763.9262011,0.0175374,19128, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,"Philadelphia Canoe Club, Inc. UNDINE",
706,Carmella Playground Building,Carmella Playground,Carmella Playground,2100 WAKELING ST,Building,Recreation Bldg,,3445.43943,0.07909672,19124, , ,,12-Nov-13,Vanessa Miller,PPR,,Carmella  
707,Piccoli Playground Building,Piccoli Playground,Piccoli Playground,1501 E BRISTOL ST,Building,Recreation Bldg,,2807.887862,0.06446049,19124, , ,,12-Nov-13,Vanessa Miller,PPR,,
708,Logan House,Hunting Park,Hunting Park,4101 OLD YORK RD,Building,Historic House,Historic Building,1610.75838,0.03697807,19140, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Logan House
709,Juniata GC Clubhouse,Juniata Golf Course,Tacony Creek Park,4400 M ST,Building,Multi-Use Bldg,Multi-Use Bldg,5571.178882,0.12789718,19124, , ,,19-Dec-12,Vanessa Miller,Lessee/Tenants,Juniata Golf Foundation,
710,Ferko Playground Building,Ferko Playground,Tacony Creek Park,1101 E CAYUGA ST,Building,Recreation Bldg,,13511.24785,0.31017681,19124, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Juniata Boys Club,
711,Crossan House,Fernhill Park,Fernhill Park,2561 ROBERTS AVE,Building,Historic House,Historic Building,964.2066052,0.02213523,19144, , ,,19-Dec-12,Vanessa Miller,PPR,,Crossan House
712,Wissahickon Hall Shed,Wissahickon Valley Park,Wissahickon Valley Park,3600 LINCOLN DR,Building,Shed,Historic Building,297.3812673,0.00682696,19129, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FP Staff,
713,Wissahickon Hall,Wissahickon Valley Park,Wissahickon Valley Park,3600 LINCOLN DR,Building,Historic House,Historic Building,3150.048257,0.07231545,19129, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FP Staff,Wissahickon Hall
714,Whitehall Commons Playground Building,Gambrell Playground,Gambrell Playground,1900 WAKELING ST,Building,Recreation Bldg,,9251.439817,0.21238468,19124, , ,,12-Nov-13,Vanessa Miller,PPR,,Whitehall Commons  
715,Hunting Park Maintenance Building,Hunting Park,Hunting Park,4101 OLD YORK ROAD,Building,Garage\Maintenance\Storage Bldg,,1247.663862,0.02864254,19140, , ,,12-Nov-13,Vanessa Miller,PPR,,
716,Hunting Park Concessions Building,Hunting Park,Hunting Park,1099 W HUNTING PARK AVE,Building,Concessions\Retail\Cafe,Historic Building,1773.930107,0.04072399,19140,Hunting Park Concession Stand, ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Vacant North Philadelphia Youth Association,Hunting Park
717,Hunting Park Recreation Center,Hunting Park,Hunting Park,1101 W HUNTING PARK AVE,Building,Recreation Bldg,Historic Building,8203.355165,0.18832387,19140, , ,,12-Nov-13,Vanessa Miller,PPR,,Hunting Park  
718,Moss Playground Building,Moss Playground,Moss Playground,5700 TORRESDALE AVE,Building,Recreation Bldg,Historic Building,2607.032804,0.05984948,19135, , ,,12-Nov-13,Vanessa Miller,PPR,,Moss  
719,Fernhill Park Picnic Pavilion and Bathrooms,Fernhill Park,Fernhill Park,500 ABBOTTSFORD AVE,Building,Pavilion\Shelter,Multi-Use Bldg,1038.405623,0.02383861,19144, , ,,12-Nov-13,Vanessa Miller,PPR,,Fernhill Park 
720,Fernhill Daycamp Building,Fernhill Park,Fernhill Park,4600 MORRIS STREET,Building,Recreation Bldg,,1284.932073,0.0294981,19144, , ,,12-Nov-13,Vanessa Miller,PPR,,Fernhill Parl
721,Daisy Day Camp Building and Bathrooms,Daisy Fields,Wissahickon Valley Park,620 HERMIT LA,Building,Recreation Bldg,Multi-Use Bldg,1629.580055,0.03741016,19128, , ,,12-Nov-13,Vanessa Miller,PPR,,
722,American Legion Playground Building,American Legion,American Legion,6201 TORRESDALE AVE,Building,Recreation Bldg,Historic Building,2904.44537,0.06667716,19135, , ,,12-Nov-13,Vanessa Miller,PPR,,American Legion
723,Feltonville Recreation Center Building 2,Feltonville Recreation Center,Feltonville Recreation Center,231-37 E WYOMING AVE,Building,Recreation Bldg,,5954.2978,0.13669242,19120, , ,,12-Nov-13,Vanessa Miller,PPR,,Feltonville
724,Feltonville Recreation Center Building 1,Feltonville Recreation Center,Feltonville Recreation Center,231-37 E WYOMING AVE,Building,Recreation Bldg,,12148.10045,0.27888313,19120, , ,,12-Nov-13,Vanessa Miller,PPR,,Feltonville 
725,Hermitage Stage,Wissahickon Valley Park,Wissahickon Valley Park,700 HERMIT LA,Building,Stage\Stands,,523.2738282,0.01201276,19128, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
726,Lauretha Vaird Boys/Girls Club Rec Center Building,Lauretha Vaird Boys/Girls Club Rec Center,Tacony Creek Park,4800 WHITAKER AVE,Building,Recreation Bldg,,12438.4704,0.28554913,19120, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,Boys & Girls Club of Philadelphia,
727,Lauriston Cottage Ruins,Wissahickon Valley Park,Wissahickon Valley Park, ,Building,Historic House,Historic Building,409.8634075,0.00940921,19128, , ,,19-Dec-12,Vanessa Miller,PPR,,
728,Simpson Recreation Center Building,Simpson Playground,Simpson Playground,1010 ARROTT ST,Building,Recreation Bldg,,11005.07175,0.25264269,19124, , ,,12-Nov-13,Vanessa Miller,PPR,,
729,Hermitage,Wissahickon Valley Park,Wissahickon Valley Park,700 HERMIT LA,Building,Historic House,Historic Building,3038.011188,0.06974342,19128, , ,,12-Nov-13,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Hermitage
730,Dorsey Playground Building,Dorsey Playground,Dorsey Playground,6501 HEGERMAN ST,Building,Recreation Bldg,,2133.827489,0.04898613,19135, , ,,12-Nov-13,Vanessa Miller,PPR,,
